1	2	3	4	5	6	7	8	9	10	11	12
0.0689	0.0588	0.0558	0.0545	2.088	1.2012	0.6403	0.3246	2.0544	1.1837	0.6159	0.2982
0.0959	0.0711	0.0608	0.0567	0.2211	0.1347	0.0928	0.0736	0.1146	0.0808	0.069	0.0544
0.1065	0.0749	0.0623	0.0576	0.1671	0.0976	0.0779	0.0663	0.1003	0.0736	0.0634	0.0604
0.1208	0.0778	0.0631	0.0584	0.5368	0.3084	0.1204	0.0813	0.1893	0.0909	0.0711	0.0678
0.0776	0.0636	0.0568	0.0556	0.1476	0.0858	0.0701	0.0612	0.0833	0.0632	0.0586	0.0554
0.092	0.07	0.0624	0.0586	0.3828	0.21	0.1375	0.0933	0.1556	0.091	0.0736	0.0643
0.9712	0.579	0.3249	0.1822	0.5963	0.2707	0.1639	0.1043	0.3166	0.1554	0.1022	0.0779
0.1968	0.1271	0.0898	0.0713	0.1465	0.0923	0.0743	0.0671	0.1406	0.0876	0.0719	0.0661
