1	2	3	4	5	6	7	8	9	10	11	12
0.0884	0.0828	0.0582	0.053	1.9642	1.0943	0.5627	0.2853	2.0076	1.1694	0.6294	0.2938
0.5437	0.3159	0.2082	0.1545	0.5143	0.3426	0.2242	0.1633	0.508	0.3068	0.2143	0.1599
0.5633	0.3189	0.2122	0.1628	0.522	0.3215	0.2143	0.1636	0.5153	0.318	0.2115	0.1619
0.4423	0.2221	0.1294	0.0792	0.5227	0.2625	0.1303	0.0838	0.4734	0.2464	0.142	0.0914
0.0753	0.0637	0.0521	0.0511	1.9076	1.1521	0.5463	0.2449	2.0716	1.0479	0.5337	0.2493
0.5518	0.2885	0.2176	0.172	0.3976	0.2574	0.1817	0.1658	0.4256	0.2489	0.174	0.1422
0.5615	0.3084	0.2095	0.158	0.4385	0.2739	0.1981	0.1791	0.3775	0.2518	0.1771	0.15
0.3542	0.1637	0.11	0.0646	0.3361	0.1692	0.0971	0.0693	0.3037	0.1595	0.0929	0.0839
