1	2	3	4	5	6	7	8	9	10	11	12
0.1371	0.0899	0.0742	0.0636	1.8976	1.1059	0.5205	0.2651	1.9057	1.0575	0.53	0.2543
0.4596	0.2737	0.148	0.0945	0.5497	0.3073	0.1755	0.118	0.4573	0.255	0.1703	0.1137
0.3759	0.2266	0.1254	0.1075	0.3434	0.2085	0.1334	0.1041	0.3186	0.2057	0.1801	0.1185
1.0001	0.7064	0.5198	0.3994	0.9932	0.724	0.514	0.4042	0.9148	0.7319	0.4678	0.3467
0.7651	0.5906	0.3401	0.2451	0.6998	0.6695	0.2951	0.2063	0.7405	0.5334	0.3373	0.2262
0.3706	0.1937	0.1223	0.0834	0.3698	0.1927	0.107	0.0808	0.3278	0.1647	0.1643	0.0782
0.9114	0.6043	0.2911	0.1784	0.9193	0.7058	0.3401	0.1672	0.9165	0.4821	0.3056	0.1817
0.7305	0.4043	0.2347	0.1357	0.5133	0.3145	0.1797	0.1363	0.5927	0.3669	0.2375	0.1538
