1	2	3	4	5	6	7	8	9	10	11	12
0.1365	0.1213	0.0956	0.0821	1.6912	1.0392	0.5603	0.2934	1.6625	0.9375	0.6025	0.3069
0.2435	0.1209	0.0791	0.0793	0.1825	0.1141	0.0879	0.074	0.19	0.1203	0.0922	0.0863
0.2265	0.1794	0.1218	0.0971	0.2453	0.1712	0.1267	0.0935	0.279	0.1848	0.1331	0.1078
0.3476	0.2568	0.1703	0.1521	0.3322	0.2319	0.1756	0.1482	0.3544	0.2747	0.1908	0.1544
0.2992	0.135	0.088	0.0777	0.183	0.1247	0.0926	0.0773	0.1882	0.1393	0.1079	0.0884
0.5504	0.3331	0.1806	0.1209	0.5538	0.3154	0.1966	0.1271	0.5678	0.3307	0.2073	0.1341
0.2527	0.1933	0.1302	0.1067	0.266	0.1708	0.1269	0.0982	0.2686	0.1812	0.155	0.103
0.6963	0.4243	0.2434	0.1677	0.7139	0.4156	0.2536	0.1712	0.7203	0.4282	0.2597	0.1688
