1	2	3	4	5	6	7	8	9	10	11	12
0.1739	0.0926	0.0685	0.0588	2.3488	1.571	0.8129	0.3667	2.3888	1.5549	0.9434	0.4722
1.0268	0.5653	0.305	0.1696	1.0759	0.5532	0.3148	0.1747	1.0415	0.5914	0.3207	0.193
0.2093	0.1185	0.0905	0.0819	0.1994	0.1174	0.0912	0.0849	0.1973	0.1201	0.1027	0.0932
1.0973	0.7267	0.5797	0.5197	1.1343	0.7223	0.6444	0.5386	1.1388	0.8819	0.6673	0.5526
0.6276	0.4594	0.3723	0.3529	0.6003	0.4403	0.4156	0.3683	0.6208	0.4552	0.4149	0.3773
0.2268	0.1158	0.0843	0.0748	0.2046	0.1137	0.0872	0.0783	0.2169	0.1998	0.0896	0.0806
0.4417	0.2608	0.1947	0.1598	0.4354	0.2547	0.1947	0.1565	0.4253	0.2529	0.2036	0.1733
0.5008	0.2754	0.2067	0.1757	0.5293	0.2905	0.2197	0.187	0.4882	0.2929	0.2185	0.1834
