1	2	3	4	5	6	7	8	9	10	11	12
0.1668	0.1501	0.1022	0.089	2.2802	1.4291	0.7485	0.3722	2.3536	1.2427	0.6714	0.3273
0.496	0.4048	0.2139	0.1896	0.4272	0.3645	0.2339	0.1755	0.512	0.3489	0.2878	0.1357
0.5058	0.4082	0.2887	0.2049	0.4251	0.3977	0.2383	0.2242	0.435	0.345	0.276	0.162
0.2312	0.1991	0.1355	0.1016	0.2695	0.2179	0.1287	0.1008	0.2603	0.1778	0.1142	0.112
0.2084	0.186	0.1475	0.1269	0.2318	0.1792	0.1391	0.1218	0.1995	0.1531	0.143	0.1238
0.5561	0.4107	0.2828	0.2204	0.5789	0.396	0.2461	0.2221	0.5157	0.3206	0.2338	0.1882
0.5318	0.4032	0.3523	0.2635	0.5487	0.3771	0.325	0.2599	0.4772	0.3283	0.2566	0.262
0.3262	0.1827	0.1306	0.0969	0.2289	0.1938	0.1057	0.0959	0.2242	0.1977	0.1289	0.0949
