1	2	3	4	5	6	7	8	9	10	11	12
0.0905	0.0669	0.0574	0.0495	2.1057	0.9025	0.4356	0.2045	2.0464	0.9426	0.4345	0.1955
0.2089	0.1505	0.0998	0.0774	0.204	0.139	0.0961	0.0739	0.2057	0.1392	0.0925	0.0784
0.1886	0.1438	0.1011	0.0809	0.202	0.1366	0.0981	0.0762	0.2078	0.1441	0.1012	0.0804
0.1046	0.0741	0.0578	0.0529	0.1019	0.0719	0.0569	0.0505	0.1008	0.089	0.0592	0.0524
0.1379	0.0794	0.0646	0.0595	0.1296	0.079	0.0627	0.0569	0.1235	0.075	0.0632	0.06
0.258	0.1601	0.1099	0.0856	0.251	0.1669	0.1146	0.0791	0.2371	0.1669	0.1084	0.0833
0.6382	0.3071	0.1588	0.099	0.5358	0.293	0.1439	0.0963	0.4649	0.2525	0.1462	0.099
0.1941	0.0993	0.0686	0.0541	0.174	0.0974	0.0665	0.0539	0.1581	0.1	0.0669	0.0571
