1	2	3	4	5	6	7	8	9	10	11	12
0.2079	0.1229	0.0844	0.0604	1.6478	0.852	0.4046	0.1837	1.9474	0.8423	0.3757	0.2094
0.7177	0.3982	0.1984	0.0999	0.7826	0.4077	0.1932	0.1175	0.6494	0.3677	0.1859	0.1078
0.3943	0.224	0.1316	0.0744	0.3862	0.1747	0.1008	0.0814	0.3338	0.1592	0.1136	0.0699
0.8545	0.4975	0.2759	0.1373	0.7336	0.3676	0.1917	0.1064	0.687	0.3727	0.198	0.1114
0.2137	0.1268	0.1048	0.0612	1.9257	0.9344	0.4108	0.1962	1.8689	0.9801	0.476	0.2378
0.5983	0.329	0.1734	0.0955	0.6569	0.3183	0.1734	0.1025	0.622	0.3149	0.1616	0.0952
0.3324	0.2095	0.108	0.0687	0.3402	0.1638	0.1088	0.0832	0.3415	0.1844	0.1011	0.073
0.5792	0.4048	0.1966	0.119	0.6301	0.3877	0.2086	0.1049	0.5809	0.3106	0.1753	0.1007
