1	2	3	4	5	6	7	8	9	10	11	12
0.2229	0.1628	0.1086	0.1013	2.0827	1.2973	0.6921	0.331	2.0793	1.3133	0.6648	0.3184
0.2306	0.1568	0.1198	0.0958	0.2075	0.1564	0.1177	0.0948	0.2353	0.1427	0.1102	0.1079
0.4034	0.1754	0.124	0.1054	0.3679	0.1892	0.1389	0.1179	0.3106	0.1717	0.1537	0.1168
0.3306	0.1724	0.1308	0.1054	0.3184	0.1804	0.1365	0.1097	0.3143	0.1836	0.1355	0.1099
0.5351	0.3682	0.2683	0.186	0.5536	0.3873	0.2519	0.2094	0.5052	0.3802	0.2864	0.1947
0.4529	0.3172	0.227	0.1605	0.4408	0.3202	0.2296	0.1715	0.4615	0.3205	0.2283	0.1769
0.4815	0.3477	0.2434	0.1777	0.469	0.3394	0.2382	0.1698	0.4687	0.3632	0.2446	0.1862
0.5554	0.3892	0.2698	0.1925	0.565	0.3891	0.2629	0.194	0.5296	0.3748	0.2749	0.195
