1	2	3	4	5	6	7	8	9	10	11	12
0.1085	0.1153	0.0892	0.0748	1.8871	0.7348	0.4323	0.2027	1.9225	0.6763	0.3824	0.1933
0.1247	0.1342	0.1369	0.1028	0.1211	0.1414	0.1553	0.1008	0.1274	0.1384	0.1124	0.1018
0.1564	0.184	0.1307	0.1183	0.1598	0.1679	0.1329	0.129	0.204	0.1587	0.1349	0.1168
0.1363	0.2544	0.1383	0.1131	0.1363	0.1413	0.124	0.1184	0.1361	0.1449	0.1225	0.117
0.4379	0.496	0.4175	0.4039	0.4707	0.4561	0.4194	0.3651	0.447	0.4479	0.3933	0.3265
0.5076	0.5004	0.3897	0.3108	0.5511	0.4941	0.3535	0.3459	0.5159	0.4657	0.3482	0.2715
0.4993	0.613	0.4375	0.4493	0.4812	0.5741	0.4921	0.4507	0.477	0.5606	0.4682	0.4158
0.4304	0.4973	0.3959	0.3543	0.4345	0.4965	0.3483	0.3385	0.434	0.4995	0.3979	0.3104
