1	2	3	4	5	6	7	8	9	10	11	12
0.1665	0.1163	0.091	0.0689	2.1119	0.803	0.4075	0.1874	2.0128	0.8967	0.4267	0.2016
0.6605	0.5057	0.3217	0.1919	0.8252	0.478	0.2997	0.1765	0.8096	0.4689	0.2912	0.1977
0.4132	0.2209	0.1293	0.0903	0.3344	0.1933	0.1202	0.0718	0.2843	0.1423	0.1154	0.0931
1.0166	1.026	0.7368	0.4483	1.1783	1.0796	0.6036	0.4248	1.1957	1.2214	0.6958	0.4185
1.0171	0.8908	0.6659	0.303	1.0172	0.7448	0.5362	0.3145	1.0725	0.895	0.5639	0.315
0.211	0.1713	0.1205	0.0843	0.2797	0.1555	0.1114	0.0845	0.2356	0.1401	0.1077	0.0854
0.9549	0.8206	0.5109	0.2735	1.0401	0.7951	0.4441	0.2431	1.0119	0.7621	0.4904	0.2624
0.5613	0.5843	0.4338	0.248	0.7656	0.6533	0.4844	0.3077	0.5973	0.7324	0.4653	0.2415
